v1000_1,v1000_2,v1000_3,v10000_1,v10000_2,v10000_3,v50000_1,v50000_2,v50000_3,v60000_1,v60000_2,v60000_3
,,,90687,14640,78478,84013,15593,30839,33861,46372,5150
,,,47176,60835,24826,60990,92213,26496,73427,86705,36368
,,,70026,17659,35411,96274,63604,9422,66171,88425,98942
,,,22748,72133,760,19472,35250,33312,4599,12427,37111
,,,96272,61773,67701,62694,68243,71825,67154,81582,7971
,,,75949,24435,68755,65682,69050,44179,42186,96892,12279
,,,38810,52928,48817,405,78545,31122,67594,5946,98544
,,,52059,91539,63317,67889,818,82770,35369,68970,36518
,,,59368,5884,49420,11568,26901,14976,50979,87832,62131
,,,37771,36556,60983,79922,85213,68430,88750,63486,23114
,,,13064,63937,98642,345,64229,71936,70462,81489,42886
,,,48320,4891,21562,72567,94655,29715,2555,62496,62815
,,,75870,79891,65951,34567,19045,17404,71305,64618,58184
,,,66010,59348,77692,30145,11373,72445,64987,20131,44107
,,,16968,33315,60803,39955,28512,1828,66914,98682,48526
,,,61165,843,61642,13408,46039,41476,88121,76792,81464
,,,5529,80709,55741,8847,39205,94791,24414,17447,5413
,,,45743,75885,69743,62880,10028,42992,90219,84844,14473
,,,32718,2951,39805,46273,88665,83154,85603,31669,10667
,,,21904,98381,68432,9024,11555,66701,31877,21239,73542
,,,1110,9548,77402,8817,32237,99905,77397,18702,43889
,,,58006,24753,26758,91875,15746,38168,78081,17740,51395
,,,70118,90990,37972,40133,83254,42305,5528,62439,38875
,,,13677,60295,73456,29531,57251,86849,88412,84550,17886
,,,15299,31233,46768,92389,56228,31278,89316,23123,75015
,,,67109,39197,9234,43485,34809,21684,68259,63736,76978
,,,24093,80056,31777,87518,48844,21695,96217,40465,80271
,,,23242,75157,93181,37819,96483,12246,63186,97349,63674
,,,53298,52604,41331,59926,99968,99725,67894,55537,40790
,,,89486,17244,44745,16850,311,91332,12301,32118,2301
,,,11203,3265,99963,14103,70294,84019,63573,35457,65895
,,,33292,17246,40107,39717,34268,85190,42032,91012,25230
,,,10345,93819,42752,82005,69830,90774,51898,34661,23905
,,,87721,73877,36959,68323,12100,79995,25268,82405,27910
,,,55871,40359,65622,79757,30756,5355,51125,50119,98960
,,,71067,95286,32775,56423,77304,54858,20330,34193,61271
,,,26716,12833,18423,27459,8420,46316,32025,24758,92789
,,,94516,73996,77769,96193,87123,96893,17902,41001,11172
,,,3169,60777,72218,49623,29190,13723,87079,65606,1498
,,,85812,93351,8822,78023,25284,87854,63042,61271,77046
,,,10437,47346,82775,72507,82810,51087,72071,9708,32552
,,,7393,41406,8341,45133,88637,58836,60095,369,55450
,,,57987,71177,71993,4116,83362,34541,61569,61766,82539
,,,80565,52754,83375,33422,77041,44452,3352,94404,67616
,,,23253,15942,13269,13225,61672,72946,32968,72794,62825
,,,82235,37106,53384,75091,8584,95142,24447,59702,41911
,,,4404,51567,70911,15375,38436,30944,35097,16424,81597
,,,41690,90937,78676,41253,41134,30212,15183,84606,18028
,,,60580,97461,19471,44993,4793,88972,30078,55639,30093
,,,70508,67852,34857,43739,74918,55653,8777,16603,23292
,,,9409,65970,25174,49994,81443,59155,81958,41652,79739
,,,64536,78800,25606,6458,33614,87600,8132,11244,69977
,,,55902,9019,87337,42516,39397,47376,61104,94631,36696
,,,1312,2034,91185,67674,45794,32234,6608,2162,80557
,,,77035,45249,718,84922,54457,80819,77377,94473,44257
,,,95546,3924,23058,55673,84709,34243,1246,92647,37581
,,,62509,48636,70203,865,23723,30664,58048,1690,39186
,,,59276,7067,47086,27725,92767,10831,80366,10248,40023
,,,10639,55925,67501,41786,31698,77491,40609,6389,1511
,,,90109,80744,71865,74228,68527,50053,21432,98875,9625
,,,83954,14282,7437,90196,91195,80476,3331,63991,40862
,,,70509,61381,5556,20592,39842,81037,74993,64160,6280
,,,23218,74518,96452,77996,59429,33123,6835,43444,15313
,,,78481,19171,49562,41260,73722,36559,60988,1178,61687
,,,88310,96832,93623,24640,837,11209,33697,87578,83270
,,,75300,57599,8021,73048,5886,47493,78024,17373,50593
,,,50248,80284,76023,48931,80974,52678,56371,97745,89508
,,,89020,21193,70994,28795,98092,91706,37664,63877,1249
,,,41846,77594,3219,17343,16963,34984,9439,54888,40809
,,,31738,74263,98303,10503,52511,2389,43464,87575,77212
,,,8071,20168,13003,13581,85118,6858,91179,23333,91951
,,,40349,53687,93137,35389,51757,34304,39212,53716,10865
,,,77956,88131,95220,85228,74837,89281,36077,10374,71888
,,,40515,86345,87631,75289,56177,45346,25341,74140,34006
,,,39234,62093,6752,19251,19962,86939,65005,7683,96951
,,,76023,18888,41158,48088,12708,28145,5475,26426,53754
,,,84670,19657,30307,71985,56681,80546,93187,54183,32249
,,,72349,13530,56992,99197,36210,81381,37325,33543,49407
,,,17338,25057,64909,39839,51731,18644,9461,81235,33817
,,,85933,20593,53082,63063,4749,34591,58369,40353,24199
,,,13783,67578,73858,83558,29506,808,22232,21579,75546
,,,73318,19958,3668,95379,27994,99709,86491,46653,39600
,,,67645,52250,96350,96290,83216,99212,60774,47853,5963
,,,86252,8766,93697,82364,35540,69152,41428,42627,7510
,,,85715,55597,57905,54589,47491,10637,90572,13977,17402
,,,33956,70114,60032,84664,539,60917,64776,13260,81074
,,,14209,52181,5487,20822,89418,62496,36182,27275,8503
,,,12891,15865,44089,72533,39258,43806,91826,84449,97154
,,,532,52501,31784,83148,75536,3616,32071,42800,2828
,,,73766,30483,80553,38938,80188,41800,21822,33817,29458
,,,4285,11364,59968,40728,96074,62233,16354,26934,31994
,,,68821,78470,91237,13390,2883,7114,46050,40836,99499
,,,60850,86384,4085,7494,2444,54666,14556,27944,48044
,,,82178,82813,67822,58166,47293,82864,37853,86721,86887
,,,69443,74776,10310,2316,51634,80715,7517,70857,15618
,,,76219,83418,21324,32183,93087,12203,84506,96010,17261
,,,59800,55238,88677,33457,44393,84954,94121,42381,77026
,,,51195,53450,1027,70628,55682,27078,82313,38375,11674
,,,70956,70457,41140,4944,25094,16807,57669,58938,49764
,,,92338,43566,34196,28838,42975,36944,61853,66756,91292
,,,69653,23978,55166,31315,56609,76836,70426,3185,98296
,,,28939,99043,66000,2755,77074,80363,52914,85523,22776
,,,10936,61557,20362,3679,46708,50267,65351,80089,87030
,,,84022,63024,7716,19482,54635,29715,10326,78754,64487
,,,46336,74597,7617,56087,56390,23883,78847,79609,50337
,,,52260,91842,42285,15602,12649,1317,10881,44366,55834
,,,27165,183,83738,39509,47260,85429,59722,22158,9704
,,,63500,94065,9234,17777,89273,48245,78648,86037,92687
,,,41771,84439,70833,25665,7042,21185,91248,94946,53573
,,,42281,15086,86910,91369,28116,30553,5274,57252,88659
,,,45388,69592,70240,42141,63467,8329,74301,31757,73909
,,,44234,55238,63619,84556,49658,24586,59788,19544,10475
,,,86097,67942,94962,35120,39858,86134,40069,70283,37987
,,,39998,58730,6461,29938,97708,6011,92623,57652,31930
,,,19202,1931,36847,11692,22673,26035,91766,17043,92548
,,,61209,47957,95597,67150,7727,2297,75391,33502,76511
,,,58363,61663,10861,31305,30925,3146,23493,63829,92029
,,,6745,56579,84127,52447,76788,27031,96231,52190,98550
,,,85904,26046,90626,24348,48699,22723,51959,33365,13584
,,,13104,68130,93555,51397,75544,55721,60790,5974,64187
,,,85237,64588,98665,73012,90514,49228,29169,21867,79575
,,,41819,66604,46763,47434,22344,41551,63741,15444,70112
,,,83854,77751,66971,22825,10206,17536,92505,63169,92978
,,,19917,20439,18990,86113,45855,18118,85949,66501,93654
,,,23731,76631,29472,36458,2976,97895,61699,71587,67707
,,,17667,26823,64385,46414,81503,18593,26657,70134,71312
,,,36059,6172,6334,85402,88852,699,7875,60249,21490
,,,92163,76101,62936,65912,51097,43656,84621,86878,35609
,,,93540,23323,10084,49195,64831,10186,48009,73327,1200
,,,26326,5474,50860,76727,82097,83982,93103,98600,58510
,,,7963,2249,59515,78083,82490,16497,55296,83825,8727
,,,8086,71695,96273,60088,25141,7011,10225,86667,23494
,,,41963,38797,75588,83672,47599,64624,90875,17291,23907
,,,5065,75895,43923,35534,71041,21951,81854,72926,47846
,,,35344,25381,89205,7738,56698,2412,11955,70247,99310
,,,25478,95187,49585,60924,38380,1644,38158,41695,78045
,,,80536,73064,77909,92034,8668,210,30344,32314,50652
,,,73534,75753,46207,51314,29279,88161,11716,68114,55455
,,,93774,10623,24431,10951,91974,47854,96112,75729,86673
,,,40542,14130,85128,98909,6194,72823,27116,44653,63925
,,,37730,75046,95993,78699,90463,46119,8489,75207,90592
,,,61813,56215,20344,41167,14452,8604,2574,51722,1474
,,,7491,99742,66796,21722,58098,22732,56675,74197,78709
,,,73744,35910,4415,91786,95153,65524,47026,72721,69449
,,,34257,22416,1259,58070,99254,12526,41596,55014,73271
,,,86469,63620,44677,17752,46092,82683,10883,66765,90810
,,,13316,54245,76209,33339,69619,3163,19278,13325,34818
,,,80748,61587,87879,71509,99284,85946,83610,1306,6519
,,,51963,40558,52329,70503,81444,96460,53936,90850,73238
,,,26789,24430,77860,12243,19370,71421,48524,65185,97578
,,,59015,76784,59333,52446,63205,28622,43962,55861,28480
,,,35233,50794,93105,23591,61892,68924,84091,87440,34155
,,,74371,48128,51036,8314,49441,36783,30411,1121,41097
,,,19636,96126,37418,19912,25071,50271,33369,87296,83254
,,,71372,66705,81278,54613,85874,13045,94505,40656,65759
,,,90994,7093,63630,25413,90110,79964,90042,38926,24908
,,,45445,27943,97622,47065,77215,76308,85793,71702,16287
,,,79895,62605,11595,94532,98555,23151,63463,14675,53714
,,,69327,28333,83508,50983,76484,62336,24529,27345,82996
,,,91986,29494,45695,27923,21766,98065,43091,74439,52343
,,,56535,78890,36517,95019,61737,97289,72239,50618,40038
,,,22221,38288,65211,94520,84486,40636,69757,26974,19899
,,,59906,40760,72927,42729,3307,23652,9367,7878,70185
,,,68950,85102,18355,75681,75056,89307,28840,89112,2947
,,,44249,39728,77734,799,63271,35480,30783,14237,81374
,,,11437,7911,89570,191,80710,88183,30271,87435,92147
,,,76380,23855,39564,69889,27605,14491,9260,95210,99303
,,,36568,11836,11005,89445,80318,68077,56588,46653,95448
,,,51506,38929,64545,93249,96582,17896,65567,46489,18883
,,,22957,75682,82007,62158,17105,19950,86400,55081,69492
,,,65273,41060,26687,52526,99669,84760,30143,35176,95746
,,,2446,78213,9881,30063,27139,36777,41025,10710,54233
,,,23838,62453,21654,12796,18532,56117,41622,32548,68769
,,,35415,88670,47794,87251,97197,1719,77637,3557,17923
,,,98824,90219,57054,13349,82227,64870,15324,50608,4868
,,,64680,82517,97929,24220,14380,32820,9838,44676,75026
,,,78531,67219,30508,4957,17782,616,35347,46239,95629
,,,47210,48731,79476,73467,48455,43302,58008,22405,72130
,,,29818,92604,60847,73254,73785,51860,77993,32348,72558
,,,48886,15665,15741,19411,90370,11890,98947,66644,9681
,,,76103,91493,59006,53736,67855,39363,1148,15735,47294
,,,34466,58085,92287,73222,80209,83837,96713,19726,17292
,,,49656,44879,25806,41580,9136,94173,17806,71828,5853
,,,20866,25531,2969,70312,26771,78680,32687,64207,64138
,,,53259,77320,56366,41023,17771,65026,66917,87541,30089
,,,93999,83469,81025,20997,68811,66891,33110,70617,34381
,,,89900,88249,39087,13045,82742,87839,20547,6801,47454
,,,76263,79218,6846,5495,54018,55470,80814,16266,75519
,,,71429,9068,21290,93974,92269,57798,48687,85850,98876
,,,18775,11825,19624,92576,3586,12282,55579,6537,1876
,,,58601,40958,43828,95873,99523,7251,45005,76350,44955
,,,91593,11660,71806,25137,22097,84083,6943,34630,59918
,,,84828,28373,20772,73638,93015,82381,59203,85658,14338
,,,20454,1760,94403,45606,62516,73760,54227,64829,68027
,,,96603,71007,33119,84433,78055,45698,36020,13030,59201
,,,33727,86488,51478,52960,40791,74083,5254,12173,61286
,,,49794,87542,72305,3034,3985,71474,14185,5657,14160
,,,85676,94731,65005,7878,73197,24799,58869,31911,63994
,,,55358,1514,16178,21796,80656,9380,36338,9064,79823
,,,44884,1566,3618,1693,81098,59554,42527,97764,93456
,,,65958,93439,30585,20430,80610,7036,85680,20391,55540
,,,46455,1661,82617,53591,73106,48580,70524,21196,49431
,,,81186,92702,9811,17018,9652,29245,82435,92187,45833
,,,59856,81449,56834,73094,99160,88578,71062,63112,96523
,,,18991,88614,11694,71342,88177,1022,18439,54769,56213
,,,17664,44702,57446,31209,5588,16690,49931,27226,35460
,,,54503,41639,84800,22152,32918,82612,48073,27951,53780
,,,48983,95330,10403,86833,8213,27781,41014,39740,29208
,,,33765,90732,4035,51628,31113,4915,81932,7101,55094
,,,25497,22895,62237,22721,89927,38798,67695,72949,46393
,,,96772,91658,11923,82479,86609,46108,59143,93837,2726
,,,53134,82283,1157,50588,26949,97139,71660,64365,63005
,,,35635,96959,79434,67999,59561,10858,29319,18518,28581
,,,94858,26441,11867,22032,11557,22834,68178,56288,38099
,,,81395,64141,91169,9196,33455,26162,29492,1636,58903
,,,63288,68810,22567,78556,43257,54951,74876,35780,45767
,,,21745,25818,28888,62774,18702,33859,34545,23335,55118
,,,10284,44294,45284,41452,22883,87720,72613,43470,70415
,,,26138,6114,67747,18957,69738,15310,98131,89357,4862
,,,45760,53338,236,83363,64245,9419,14549,96447,82234
,,,74578,74045,40225,63702,74114,29117,73767,91010,39721
,,,16937,72648,90649,38985,56926,80919,31698,5768,14435
,,,58994,38807,55629,14494,59447,39275,11788,92955,14386
,,,83796,55836,22173,14599,55361,73601,37576,45921,17023
,,,44974,59138,16899,12625,44042,59237,12974,59340,97554
,,,94044,34512,24456,50347,66957,42026,89821,67328,97778
,,,71519,22096,32492,89812,31789,55594,67334,56497,13690
,,,18486,44742,21011,88425,42542,21521,90625,64888,68098
,,,56779,75496,71550,92212,81097,1394,43867,4847,76886
,,,97515,26106,25336,32356,68,5368,79685,52203,55757
,,,14958,20214,34710,8319,9708,97201,11586,93168,65362
,,,43809,28469,57556,68941,75374,73425,38403,45979,10168
,,,60358,61802,99569,33157,94507,59120,4726,58996,79500
,,,60201,17939,60964,10766,24320,9987,57246,20071,1669
,,,433,47862,67401,38780,52277,16588,87240,63938,78347
,,,53274,5761,69372,73184,28865,45946,46925,74488,10828
,,,88706,78586,24174,26179,268,26986,48059,1996,24667
,,,19727,7716,26686,9361,51047,54795,64985,40791,48286
,,,68287,35879,7280,12069,69694,50263,24238,71632,64382
,,,27347,13623,11229,29369,47475,5145,88667,29771,63122
,,,69592,72433,81328,56537,29548,55223,42718,7205,54674
,,,40589,83656,58227,75826,4821,98735,32349,22209,7633
,,,89494,34062,42006,41950,86142,65062,43657,49049,28897
,,,29041,45922,29889,57655,43755,13524,9482,30071,96896
,,,44650,6750,56809,16164,32030,1264,90037,84467,52057
,,,31579,79641,79534,477,28796,28451,43171,82776,31801
,,,54785,19540,61426,74071,4806,27796,37540,41282,73660
,,,75353,57867,17180,25770,89015,10860,94907,16386,14450
,,,95349,78001,8761,99891,91770,30956,81479,79330,16386
,,,6600,38654,7491,57608,51648,65450,83890,9846,55538
,,,38109,84233,40895,77932,33279,94904,56448,49382,49523
,,,92010,46118,85328,10836,45069,43988,9857,69818,64250
,,,68042,33253,36303,6701,2857,30049,57517,85932,49465
,,,44901,12213,30063,25994,90116,31537,65897,53737,74946
,,,94613,78075,12864,36203,56049,20542,79841,19705,65754
,,,97886,87293,30671,44199,15667,32958,99107,20424,55921
,,,81023,33158,14083,88859,80347,56844,35117,78998,48997
,,,57704,90509,78462,38815,10397,68657,84666,96721,60844
,,,44625,91346,99469,87172,32767,98834,70132,98759,25353
,,,23718,14171,76213,21006,52543,83989,92545,78917,51462
,,,22628,51850,10079,10575,79142,37761,42284,27652,81372
,,,52280,2941,47369,75808,86154,8828,18200,22762,59237
,,,71218,55822,21954,29374,31433,28030,28850,77529,44435
,,,33839,50188,29842,37582,38945,99570,64170,28575,7626
,,,66187,51272,59166,34979,31591,99877,70536,91357,31349
,,,68081,67873,30363,97787,26705,30293,46147,79675,6727
,,,70372,17825,42294,76051,41596,38545,4890,38033,83425
,,,19593,77012,51945,29479,43001,64447,10533,38330,42480
,,,22869,18856,60957,1577,6851,1660,34586,51482,62807
,,,53026,96427,63664,63282,3708,28320,64584,35567,8303
,,,45830,72474,54146,60091,14062,73905,29746,20647,4046
,,,16300,45297,62908,31798,19144,35680,79711,86284,48267
,,,51344,8602,50487,9497,82796,7731,35207,37935,87391
,,,3768,39865,50991,10094,55420,16720,16014,45236,41990
,,,31619,28951,41236,11170,55365,44036,84593,17462,91385
,,,61600,24202,45410,67716,12631,93702,7174,32874,31469
,,,76398,74092,63032,18759,28909,13076,99964,47928,15792
,,,4930,69995,80382,55732,23792,81375,18878,57302,68751
,,,7181,86113,8125,70314,2793,99095,50128,92183,93927
,,,25400,31638,4163,5656,12288,33145,11347,82212,89778
,,,84748,19511,68552,28704,11141,35166,73768,45107,48353
,,,20684,85627,67246,37646,10327,46662,51228,86772,13226
,,,96886,49808,41941,46564,85685,58499,27249,5078,12056
,,,1884,17821,70055,91566,76545,37362,56251,82088,42544
,,,29128,46398,40247,85021,27444,50270,47074,3043,60633
,,,11690,13081,13140,42166,18419,67706,54195,804,15192
,,,76750,94921,67563,425,58657,52731,35727,2946,78364
,,,4177,1466,10404,89350,49908,15097,41627,22254,43397
,,,96171,14929,55767,52599,10913,82131,20190,17749,7300
,,,74743,46311,28217,82031,94985,52455,61628,64358,41395
,,,84489,3165,95119,25427,50680,70465,46616,98652,38850
,,,89023,79801,10776,22380,36968,62297,30240,20920,76356
,,,96044,56161,79927,27797,14605,6299,96553,97384,46836
,,,41377,31206,52220,55811,78276,79419,28865,47161,55543
,,,95914,92977,67568,18215,59415,20447,33057,80588,19101
,,,33711,59357,69662,32402,11135,1832,55908,77891,87648
,,,32990,37811,92792,84555,86314,93124,37667,27039,98933
,,,2161,11777,24558,97257,37510,77813,13525,55310,14944
,,,3439,66354,84418,24197,65695,17886,39549,87979,60728
,,,1038,44800,64437,17759,45707,579,88194,63134,70755
,,,29701,24154,95492,4624,10334,37500,95147,29696,90037
,,,46750,41120,54150,2432,28724,41301,38876,31744,96838
,,,17920,80450,74214,30710,92693,17955,25059,26148,63341
,,,44977,81100,902,31703,92318,96967,39888,9290,77887
,,,63743,18344,17048,86944,42010,90704,15267,86043,99274
,,,39917,39842,27130,93040,17644,29912,12792,51384,51856
,,,13727,95079,95980,71350,40425,47730,92915,42820,62768
,,,63142,96867,96907,96609,59461,48425,60664,86006,1113
,,,28023,81142,27954,54432,62608,16842,70189,9430,6255
,,,55218,33612,53931,32134,43585,14377,34337,13111,24774
,,,8541,2451,85680,27253,36755,8035,93157,29616,76324
,,,3796,60182,92737,40030,50098,77149,94803,63057,31242
,,,47229,84731,42470,30307,23432,59185,53870,69939,58937
,,,32110,37691,7488,28510,72966,3961,87561,64469,47956
,,,8964,34154,37399,63991,85168,50029,22249,24426,84496
,,,93859,23834,41635,85307,71073,83784,18391,77195,24968
,,,56311,70994,95131,51819,51259,29016,71453,37655,84327
,,,43893,61320,7605,20243,46372,59049,45602,7638,91384
,,,57083,57506,69503,49634,84487,2086,19981,67951,15541
,,,27923,51134,26965,48902,11462,17409,13170,64253,76070
,,,15029,84790,7663,47002,43811,6105,70771,63832,85116
,,,78565,61379,66048,493,70172,82555,92793,33678,89639
,,,63793,88739,71863,59906,63024,49311,22527,23370,48700
,,,12498,8381,7548,84627,65587,67593,51896,14333,74832
,,,13646,76871,53815,81332,42658,36009,83298,47127,82370
,,,76424,35741,70795,3711,57706,57565,76338,32492,9995
,,,647,84911,29808,85525,12694,31729,30783,30842,3696
,,,41607,83476,24220,39264,13759,37708,90686,76522,26778
,,,79716,10091,90813,88420,52028,33686,90331,15501,60438
,,,43410,64588,24537,63305,47836,80963,45151,91617,60907
,,,82804,56872,99651,63175,23788,13684,30983,28772,94318
,,,66283,78177,96985,58365,21374,96425,22281,48001,22028
,,,641,90087,25868,54081,24503,74206,21233,18182,98403
,,,88741,43104,71040,12629,12286,73696,72292,79259,41353
,,,72038,58069,52724,96289,27990,80672,80313,11137,51195
,,,75493,78752,76665,14239,58291,24828,8302,86566,38125
,,,35935,63803,4174,68392,35848,15232,26102,77226,15450
,,,33554,80939,56213,86475,36646,82003,48358,21100,66381
,,,82602,86137,80602,44894,97675,6159,85758,42638,95413
,,,7022,33058,98082,89559,67434,85648,38841,81798,67867
,,,55593,65838,42136,33852,88591,33314,60707,572,47632
,,,46985,536,96800,44625,69978,35827,10794,198,25673
,,,47003,6165,92042,29985,89914,34334,72160,60695,64873
,,,16815,21853,81029,3834,14563,72296,50227,76269,57510
,,,19649,11913,3697,46737,76093,7791,79147,97536,18772
,,,96601,18167,47414,95228,52670,37072,34545,80410,11555
,,,56198,75234,36118,9035,63053,91117,54606,84491,59098
,,,79450,19787,61554,56087,60316,4789,23617,29708,44716
,,,13449,39633,34004,38020,41110,54325,97707,97217,69404
,,,24825,27375,35589,27121,29420,96096,55934,54517,15859
,,,75186,42875,67605,83735,88383,58498,50016,89987,58793
,,,99965,3962,301,38596,32455,81244,26025,7448,19192
,,,74543,22899,30255,94460,72256,89337,88139,75962,82691
,,,12902,69063,93719,7555,10982,96904,55273,53342,65045
,,,59138,52743,26087,16212,21038,34976,96664,18939,64303
,,,49894,10073,93297,47243,279,31162,7252,75147,97042
,,,88383,17872,58565,78614,98663,4473,94204,42271,74467
,,,49633,49446,89594,46862,88826,18721,77404,36483,15835
,,,77829,96180,94838,84549,58085,53034,19052,23714,775
,,,65163,10247,4984,61663,16531,60822,3154,89404,22817
,,,26960,35426,59997,8900,51257,34917,19086,29160,36653
,,,23544,84182,77773,18705,22928,60632,68952,15741,51077
,,,46852,68606,24974,5348,24882,1492,6033,9536,43177
,,,95450,94007,83857,81444,98491,78603,48377,24170,22722
,,,92493,86296,65283,94610,63862,91698,42512,22753,5131
,,,65820,22967,27614,26428,12067,60714,30951,88928,36455
,,,99726,76348,4518,76190,96169,14635,32416,2134,22791
,,,43777,85653,12366,93620,8603,78509,8705,79040,64998
,,,10995,20795,48123,23225,54698,21900,23644,30705,59190
,,,98123,59367,93600,63176,64267,37091,27320,34636,54120
,,,61895,39960,89537,98615,84091,47746,21078,25775,31697
,,,73446,99518,555,91877,12593,94213,6953,2901,32279
,,,13709,4770,65656,6261,26974,78236,86281,16183,68926
,,,38650,51737,47606,53060,21268,97310,9788,20361,65410
,,,70531,91926,31960,45219,49248,53709,3538,72640,68638
,,,92668,49555,99799,84776,32051,26403,91102,19978,331
,,,29990,66757,19922,65976,61838,97211,11241,43517,41159
,,,94864,76042,44356,27386,16866,78765,26835,16234,45807
,,,73551,76383,47720,42720,96034,21807,63916,50917,17261
,,,11657,7800,52175,60849,52167,90304,51449,89210,3344
,,,27191,19538,24810,96998,45974,37554,95524,48236,13708
,,,93612,36693,72572,36096,62266,38511,89292,95731,13800
,,,580,54821,71866,72983,26286,2250,16843,19745,72984
,,,30943,21792,68773,10202,38316,7592,53533,98182,66506
,,,21302,54281,36285,28210,72015,65105,76479,92428,99232
,,,89433,99088,31434,15004,30424,37347,55944,58265,91263
,,,27604,86481,87407,30283,21845,64786,40347,63394,2066
,,,26670,59171,32612,51223,53778,18572,62195,217,18667
,,,74005,5560,63957,88584,9429,41142,87285,83215,46901
,,,46451,47123,78033,5800,13855,46319,59513,53204,75499
,,,71980,67544,2756,32647,99432,14928,77598,62905,36394
,,,85367,59516,77706,56104,61994,89055,41029,89782,93210
,,,47058,34832,88203,16240,42304,89374,57819,56682,1883
,,,96216,69417,292,54449,35016,20969,75767,95365,73929
,,,40030,42787,77826,67847,7364,45763,37675,41740,63980
,,,16386,31701,8229,1126,57693,91205,10320,7087,83056
,,,72307,55680,53054,62349,76142,89640,86482,95072,88119
,,,78133,72210,85976,27267,58122,92433,18342,6746,76701
,,,82844,87131,82122,4077,20461,88087,46409,71174,26934
,,,82837,17917,97360,68953,82888,37824,18027,60887,36341
,,,69816,27148,85909,90438,14959,85248,4372,99315,57516
,,,94804,71209,84202,92533,45999,24762,37440,19547,168
,,,61718,38472,31248,12936,6600,95935,60109,51383,15126
,,,54127,52730,84218,20268,89100,7937,40382,49066,2685
,,,23653,88290,84499,1697,43519,9763,90917,83505,68275
,,,78401,65037,41674,60804,87528,18986,97839,23516,46919
,,,61903,51066,51963,67845,50132,33110,56974,49619,83751
,,,25296,65399,9871,21676,72396,54623,62182,62508,12159
,,,14156,63189,49521,58732,94384,31601,54891,77450,61402
,,,29237,85661,94051,52856,91633,3403,58933,29926,91180
,,,38674,30281,46536,8496,8421,15850,82026,17538,95387
,,,77132,92261,95847,39790,69801,18623,90414,84484,20592
,,,95717,44458,15757,99832,37058,54970,94465,17407,89301
,,,23704,52652,30139,86962,12868,24196,78178,8403,22667
,,,38905,54612,65569,30251,88726,53700,98298,16773,17837
,,,69698,40586,71351,34149,69311,34509,78531,27308,49967
,,,35695,29554,41051,20668,96632,99973,61133,56673,88834
,,,31348,49112,72037,28311,34071,4624,67914,22768,82588
,,,82315,56569,83578,20312,22021,61276,27930,14405,80308
,,,80479,3862,86308,13593,17742,42706,45366,47753,53610
,,,2086,34245,86966,30364,1960,43389,24033,1248,44358
,,,45417,59261,73932,14714,34470,17134,35629,25166,18747
,,,1327,18583,41710,41059,49067,85906,33060,39101,16887
,,,90529,22375,59443,10681,42850,21907,82918,29110,30247
,,,41571,31437,42461,6254,90402,30795,65648,56323,95610
,,,21158,45197,55599,98774,78609,50177,84782,37099,42600
,,,39865,60820,922,3975,32017,3736,39158,40928,93554
,,,62860,42763,92446,39958,63986,96990,37552,50873,82918
,,,42907,48906,64401,17833,69179,59077,89329,31413,64479
,,,63673,87690,30558,24826,99741,2791,62201,95916,75308
,,,19488,33143,56608,71080,30913,6565,25904,82387,2355
,,,46963,71913,69797,26752,87707,29974,32180,41155,7523
,,,12287,51537,6344,73139,36389,85859,81211,28069,886
,,,69081,82505,17360,7516,70242,29451,2717,75360,10982
,,,33063,87086,57398,16355,47498,61416,18316,19793,24263
,,,42968,44557,10439,52550,29112,88299,44936,24179,56908
,,,5469,50799,72155,33170,76281,77663,89909,43833,63316
,,,94416,70230,49871,42054,27087,60347,34573,88083,70455
,,,421,86809,25066,9000,59194,20807,21431,55495,60007
,,,73033,88878,3772,15746,6277,51499,91840,51586,2238
,,,11920,99215,38789,5215,11256,45144,67853,34360,83814
,,,55882,73442,13468,36303,46872,25067,75721,17532,15139
,,,19047,97342,63033,93606,37317,40329,90811,84878,18220
,,,71328,85767,84872,51298,87291,25638,69761,12039,65496
,,,73736,9421,61951,20788,49237,8089,88739,6126,47296
,,,44600,50998,78699,9551,81951,72700,13824,21448,9153
,,,564,17006,99433,67044,45000,54070,70115,14417,76703
,,,75513,47579,62297,57494,47136,40682,79794,19771,42734
,,,34637,33732,26635,22115,36737,75395,37982,31436,11189
,,,18338,95440,20605,64718,22241,4492,25004,25849,66448
,,,54054,82564,99105,32360,64797,1652,78889,96572,16159
,,,68279,36693,19136,38114,3968,24954,93871,74451,39609
,,,49770,51040,55175,79203,50563,65630,40643,15371,3559
,,,6460,79174,24850,91568,85509,20471,99362,99736,50732
,,,72368,69069,21538,57308,92220,43753,51347,68363,98061
,,,99939,38778,23664,65812,83403,61995,50053,27907,4773
,,,18433,26454,12833,40639,18320,60128,77297,13455,97093
,,,54892,15603,75885,37519,62036,35676,73765,47394,64261
,,,47633,19883,30265,62842,56137,87015,11711,1989,97549
,,,54359,60964,93485,84830,69000,42404,65111,3958,51480
,,,12008,54800,2812,34735,4090,35656,51941,9991,40734
,,,11402,79649,21382,61210,64330,35638,55779,4738,41959
,,,49737,52749,77338,91239,50526,78148,34415,99127,88378
,,,85469,63222,67749,925,80506,96915,39595,99775,72739
,,,76824,28026,48221,89227,12728,68261,99401,49608,10429
